830,August 30,Girls' Generation,"""Lion Heart""","9,561",
831,September 6,Girls' Generation,"""Lion Heart""","10,520",
832,September 13,Girls' Generation,"""Lion Heart""","10,372",
833,September 20,Red Velvet,"""Dumb Dumb""","10,651",
834,September 27,iKon,"""My Type""","9,273",
835,October 4,iKon,"""My Type""","9,160",
—,October 11,Im Chang-jung,"""Love Again""","6,437",
836,October 18,Taeyeon,"""I""","10,140",
837,October 25,Taeyeon,"""I""","8,454",
838,November 1,IU,"""Twenty-Three""","8,208",
839,November 8,IU,"""Twenty-Three""","9,514",
840,November 15,Zico,"""Boys and Girls""","7,777",
—,November 22,Taeyeon,"""I""","6,627",
841,November 29,iKon,"""Apology""","8,301",
842,December 6,EXID,"""Hot Pink""","8,331",
843,December 13,Psy,"""Daddy""","9,077",
844,December 20,Psy,"""Daddy""","8,460",
—,December 27,Psy,"""Daddy""","6,382",
"""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week."
845,January 3,Turbo,"""Again""","9,089",
846,January 10,Gary,"""Lonely Night""","7,202",
847,January 17,Suzy & Baekhyun,"""Dream""","10,000",
848,January 24,Suzy & Baekhyun,"""Dream""","8,854",
849,January 31,Suzy & Baekhyun,"""Dream""","7,979",
—,February 7,GFriend,"""Rough""","8,881",
850,February 14,Taeyeon,"""Rain""","9,797",
851,February 21,GFriend,"""Rough""","9,386",
852,February 28,GFriend,"""Rough""","9,429",
853,March 6,Mamamoo,"""You're the Best""","9,433",
854,March 13,Mamamoo,"""You're the Best""","9,825",
855,March 20,Lee Hi,"""Breathe""","9,194",
856,March 27,Red Velvet,"""One of These Nights""","9,495",
857,April 3,Got7,"""Fly""","8,938",
858,April 10,Block B,"""A Few Years Later""","8,229",
859,April 17,10cm,"""What the Spring??""","7,660",
860,April 24,Block B,"""Toy""","10,324",
861,May 1,Jung Eun-ji,"""Hopefully Sky""","9,334",
862,May 8,Twice,"""Cheer Up""","10,429",
863,May 15,BTS,"""Fire""","7,487",
864,May 22,Twice,"""Cheer Up""","9,631",
865,May 29,Twice,"""Cheer Up""","9,543",
866,June 5,Baek A-yeon,"""So-So""","7,118",
867,June 12,EXID,"""L.I.E""","7,208",
868,June 19,Exo,"""Monster""","11,000",
869,June 26,Exo,"""Monster""","9,430",
870,July 3,Sistar,"""I Like That""","9,144",
871,July 10,Taeyeon,"""Why""","10,557",
872,July 17,Wonder Girls,"""Why So Lonely""","9,501",
873,July 24,GFriend,"""Navillera""","10,328",
874,July 31,GFriend,"""Navillera""","10,156",
875,August 7,GFriend,"""Navillera""","10,028",
876,August 14,Hyuna,"""How's This?""","7,575",
877,August 21,Blackpink,"""Whistle""","9,030",
878,August 28,Exo,"""Lotto""","10,122",
879,September 4,Exo,"""Lotto""","7,733",
880,September 11,Blackpink,"""Whistle""","7,126",
—,September 18,Im Chang-jung,"""The Love That I Committed""","6,727",
881,September 25,Red Velvet,"""Russian Roulette""","8,226",
882,October 2,Infinite,"""The Eye""","7,744",
883,October 9,Got7,"""Hard Carry""","9,185",
884,October 16,Shinee,"""1 of 1""","8,887",
885,October 23,BTS,"""Blood Sweat & Tears""","10,000",
886,October 30,I.O.I,"""Very Very Very""","8,893",
887,November 6,Twice,"""TT""","9,782",
888,November 13,Twice,"""TT""","9,978",
889,November 20,Twice,"""TT""","10,256",
890,November 27,Blackpink,"""Playing with Fire""","9,083",
891,December 4,Blackpink,"""Playing with Fire""","9,019",
892,December 11,Zico,"""Bermuda Triangle""","7,582",
893,December 18,Heize,"""Star""","6,785",
—,December 25,Big Bang,"""Fxxk It""","9,500",
"""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week."
894,January 1,Big Bang,"""Fxxk It""","10,186",
895,January 8,Big Bang,"""Fxxk It""","10,500",
896,January 15,Shinhwa,"""Touch""","7,378",
897,January 22,Shinhwa,"""Touch""","8,873",
—,January 29,I.O.I,"""Downpour""","5,558",
898,February 5,Dynamic Duo & Chen,"""Nosedive""","6,703",
899,February 12,Red Velvet,"""Rookie""","8,075",
900,February 19,Red Velvet,"""Rookie""","8,901",
901,February 26,BTS,"""Spring Day""","8,643",
902,March 5,Twice,"""Knock Knock""","9,688",
903,March 12,Twice,"""Knock Knock""","8,976",
—,March 19,Twice,"""Knock Knock""","9,421",
904,March 26,Jung Key,"""Anymore""","5,407",
905,April 2,Highlight,"""Plz Don't Be Sad""","9,274",
906,April 9,IU,"""Through The Night""","7,576",
—,April 16,Winner,"""Really Really""","8,811",
907,April 23,Winner,"""Really Really""","7,836",
908,April 30,IU,"""Palette""","6,250",
909,May 7,IU,"""Palette""","9,790",
910,May 14,IU,"""Palette""","8,691",
911,May 21,Psy,"""I Luv It""","8,546",
912,May 28,Twice,"""Signal""","9,190",
913,June 4,Twice,"""Signal""","10,421",
914,June 11,Twice,"""Signal""","9,499",
915,June 18,G-Dragon,"""Untitled, 2014""","9,000",
916,June 25,G-Dragon,"""Untitled, 2014""","8,768",
917,July 2,Blackpink,"""As If It's Your Last""","7,685",
918,July 9,Blackpink,"""As If It's Your Last""","8,652",
919,July 16,Blackpink,"""As If It's Your Last""","7,944",
920,July 23,Red Velvet,"""Red Flavor""","9,467",
921,July 30,Exo,"""Ko Ko Bop""","8,372",
922,August 6,Exo,"""Ko Ko Bop""","8,346",
923,August 13,GFriend,"""Love Whisper""","8,915",
924,August 20,Wanna One,"""Energetic""","9,965",
925,August 27,Wanna One,"""Energetic""","6,494",
926,September 3,Sunmi,"""Gashina""","6,943",
927,September 10,Sunmi,"""Gashina""","7,385",
928,September 17,Exo,"""Power""","6,483",
—,September 24,Sunmi,"""Gashina""","7,335",
929,October 1,BTS,"""DNA""","7,422",
930,October 8,BTS,"""DNA""","7,421",
931,October 15,BTS,"""DNA""","6,475",
—,October 22,Bolbbalgan4,"""Some""","6,514",
932,October 29,BtoB,"""Missing You""","9,238",
933,November 5,BtoB,"""Missing You""","6,594",
934,November 12,Twice,"""Likey""","9,808",
935,November 19,Twice,"""Likey""","8,744",
936,November 26,Twice,"""Likey""","7,707",
937,December 3,Minseo,"""Yes""","5,936",
938,December 10,Red Velvet,"""Peek-a-Boo""","8,295",
939,December 17,Zion.T,"""Snow""","6,637",
—,December 24,Twice,"""Heart Shaker""","10,236",
—,December 31,Twice,"""Heart Shaker""","8,878",
"""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week."
940,January 7,Twice,"""Heart Shaker""","7,926",
941,January 14,Red Velvet,"""Peek-a-Boo""","6,477",
942,January 21,Infinite,"""Tell Me""","6,428",
943,January 28,Sunmi,"""Heroine""","7,017",
944,February 4,Sunmi,"""Heroine""","7,146",
—,February 11,Red Velvet,"""Bad Boy""","9,490",
945,February 18,iKon,"""Love Scenario""","8,543",
946,February 25,iKon,"""Love Scenario""","8,986",
947,March 4,iKon,"""Love Scenario""","9,091",
948,March 11,Momoland,"""Bboom Bboom""","9,051",
949,March 18,Mamamoo,"""Starry Night""","9,158",
950,March 25,Mamamoo,"""Starry Night""","6,853",
951,April 1,Mamamoo,"""Starry Night""","7,265",
952,April 8,Momoland,"""Bboom Bboom""","7,409",
953,April 15,Winner,"""Everyday""","8,799",
954,April 22,Twice,"""What Is Love?""","10,527",
955,April 29,Twice,"""What Is Love?""","9,752",
956,May 6,Twice,"""What Is Love?""","9,575",
957,May 13,GFriend,"""Time for the Moon Night""","8,811",
958,May 20,GFriend,"""Time for the Moon Night""","6,972",
959,May 27,BTS,"""Fake Love""","7,068",
960,June 3,BTS,"""Fake Love""","10,918",
961,June 10,BTS,"""Fake Love""","8,681",
962,June 17,Bolbbalgan4,"""Travel""","7,427",
963,June 24,Blackpink,"""Ddu-Du Ddu-Du""","6,886",
964,July 1,Blackpink,"""Ddu-Du Ddu-Du""","10,170",
965,July 8,Blackpink,"""Ddu-Du Ddu-Du""","9,753",
966,July 15,Apink,"""I'm So Sick""","8,812",
967,July 22,Twice,"""Dance the Night Away""","10,571",
968,July 29,Twice,"""Dance the Night Away""","9,086",
969,August 5,Twice,"""Dance the Night Away""","9,221",
970,August 12,Zico,"""SoulMate""","6,816",
—,August 19,Red Velvet,"""Power Up""","10,494",
971,August 26,Red Velvet,"""Power Up""","8,684",
972,September 2,BTS,"""Idol""","6,038",
973,September 9,BTS,"""Idol""","9,513",
974,September 16,BTS,"""Idol""","8,320",
975,September 23,Sunmi,"""Siren""","7,426",
976,September 30,Got7,"""Lullaby""","6,228",
977,October 7,Im Chang-jung,"""There Has Never Been a Day I Haven't Loved You""","6,723",
978,October 14,iKon,"""Goodbye Road""","8,953",
979,October 21,IU,"""Bbibbi""","9,341",
979,October 28,IU,"""Bbibbi""","9,648",
—,November 4,IU,"""Bbibbi""","7,905",
980,November 11,Paul Kim,"""Me After You""","6,076",
—,November 18,Twice,"""Yes or Yes""","10,303",
981,November 25,Jennie,"""Solo""","10,002",
982,December 2,Jennie,"""Solo""","9,719",
983,December 9,Mino,"""Fiancé""","9,492",
984,December 16,Jennie,"""Solo""","7,113",
—,December 23,Ben,"""180 Degree""","6,360",
—,December 30,Winner,"""Millions""","7,314",
"""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week."
985,January 6,Winner,"""Millions""","6,453",
986,January 13,Chungha,"""Gotta Go""","8,918",
987,January 20,Apink,"""%% (Eung Eung)""","6,690",
988,January 27,GFriend,"""Sunrise""","7,594",
989,February 3,Seventeen,"""Home""","6,696",
—,February 10,Woody,"""Fire Up""","5,790",
990,February 17,Woody,"""Fire Up""","5,905",
991,February 24,Itzy,"""Dalla Dalla""","7,749",
992,March 3,Itzy,"""Dalla Dalla""","6,955",
993,March 10,Itzy,"""Dalla Dalla""","6,694",
994,March 17,N.Flying,"""Rooftop""","5,657",
995,March 24,Epik High,"""Love Drunk""","7,212",
996,March 31,Mamamoo,"""Gogobebe""","7,249",
997,April 7,Taeyeon,"""Four Seasons""","7,892",
998,April 14,Chen,"""Beautiful Goodbye""","6,007",
999,April 21,Blackpink,"""Kill This Love""","8,163",
"1,000",April 28,BTS,"""Boy with Luv""","11,000",
—,May 5,Twice,"""Fancy""","9,841",
"1,001",May 12,BTS,"""Boy with Luv""","9,679",
"1,002",May 19,BTS,"""Boy with Luv""","8,659",
"1,003",May 26,Blackpink,"""Kill This Love""","6,271",
"1,004",June 2,Got7,"""Eclipse""","5,002",
"1,005",June 9,Davichi,"""Unspoken Words""","5,483",
"1,006",June 16,Lee Hi,"""No One""","6,516",
"1,007",June 23,Kim Na-young,"""To Be Honest""","5,953",
—,June 30,Red Velvet,"""Zimzalabim""","8,012",
"1,008",July 7,Chungha,"""Snapping""","8,565",
"1,009",July 14,GFriend,"""Fever""","6,857",
"1,010",July 21,Heize,"""We Don't Talk Together""","6,068",
"1,011",July 28,Ben,"""Thank You for Goodbye""","5,781",
"1,012",August 4,Ben,"""Thank You for Goodbye""","5,806",
"1,013",August 11,Itzy,"""Icy""","8,317",
"1,014",August 18,Oh My Girl,"""Bungee""","6,099",
"1,015",August 25,Itzy,"""Icy""","5,905",
"1,016",September 1,Red Velvet,"""Umpah Umpah""","8,317",
"1,017",September 8,X1,"""Flash""","6,628",
—,September 15,X1,"""Flash""","6,771",
"1,018",September 22,Bolbbalgan4,"""Workaholic""","6,597",
"1,019",September 29,Bolbbalgan4,"""Workaholic""","6,281",
"1,020",October 6,Twice,"""Feel Special""","8,182",
—,October 13,Twice,"""Feel Special""","6,505",
"1,021",October 20,AKMU,"""How Can I Love the Heartbreak, You're the One I Love""","6,166",
—,October 27,AKMU,"""How Can I Love the Heartbreak, You're the One I Love""","6,234",
"1,022",November 3,NU'EST,"""Love Me""","6,024",
"1,023",November 10,Taeyeon,"""Spark""","9,782",
"1,024",November 17,IU,"""Love Poem""","6,099",
"1,025",November 24,Mamamoo,"""Hip""","6,879",
"1,026",December 1,IU,"""Blueming""","9,703",
"1,027",December 8,IU,"""Blueming""","6,521",
"1,028",December 15,IU,"""Blueming""","7,040",
—,December 22,Mamamoo,"""Hip""","6,231",
—,December 29,Mamamoo,"""Hip""","6,330",
"""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week."
"1,029",January 5,Red Velvet,"""Psycho""","10,028",
"1,030",January 12,Red Velvet,"""Psycho""","8,992",
"1,031",January 19,Red Velvet,"""Psycho""","7,644",
—,January 26,Zico,"""Any Song""","7,038",
"1,032",February 2,Zico,"""Any Song""","9,033",
"1,033",February 9,Zico,"""Any Song""","8,464",
"1,034",February 16,GFriend,"""Crossroads""","5,999",
"1,035",February 23,Noel,"""Late Night""","5,864",
"1,036",March 1,BTS,"""On""","7,393",
"1,037",March 8,BTS,"""On""","10,627",
"1,038",March 15,BTS,"""On""","9,682",
"1,039",March 22,Itzy,"""Wannabe""","10,108",
"1,040",March 29,Itzy,"""Wannabe""","9,315",
"1,041",April 5,Itzy,"""Wannabe""","7,752",
"1,042",April 12,Suho,"""Let's Love""","5,707",
"1,043",April 19,(G)I-dle,"""Oh My God""","8,332",
"1,044",April 26,Apink,"""Dumhdurum""","9,103",
"1,045",May 3,Apink,"""Dumhdurum""","6,553",
"1,046",May 10,Oh My Girl,"""Nonstop""","9,737",
"1,047",May 17,IU feat. Suga,"""Eight""","8,853",
"1,048",May 24,IU feat. Suga,"""Eight""","8,834",
"1,049",May 31,IU feat. Suga,"""Eight""","7,588",
"1,050",June 7,Baekhyun,"""Candy""","7,767",
"1,051",June 14,Twice,"""More & More""","10,558",
"1,052",June 21,Twice,"""More & More""","9,309",
"1,053",June 28,Iz*One,"""Secret Story of the Swan""","6,911",
"1,054",July 5,Blackpink,"""How You Like That""","6,027",
"1,055",July 12,Blackpink,"""How You Like That""","8,973",
"1,056",July 19,Blackpink,"""How You Like That""","8,929",
"1,057",July 26,Hwasa,"""María""","6,936",
"1,058",August 2,Hwasa,"""María""","7,889",
"1,059",August 9,Hwasa,"""María""","8,045",
"1,060",August 16,(G)I-dle,"""Dumdi Dumdi""","7,143",
"1,061",August 23,(G)I-dle,"""Dumdi Dumdi""","7,007",
"1,062",August 30,BTS,"""Dynamite""","6,397",
"1,063",September 6,BTS,"""Dynamite""","8,935",
"1,064",September 13,BTS,"""Dynamite""","8,626",
"1,065",September 20,Blackpink and Selena Gomez,"""Ice Cream""","6,484",
"1,066",September 27,Blackpink and Selena Gomez,"""Ice Cream""","6,428",
—,October 4,Blackpink and Selena Gomez,"""Ice Cream""","6,267",
"1,067",October 11,Blackpink,"""Lovesick Girls""","6,376",
"1,068",October 18,Blackpink,"""Lovesick Girls""","10,239",
"1,069",October 25,Blackpink,"""Lovesick Girls""","7,532",
—,November 1,Seventeen,"""Home;Run""","6,889",
"1,070",November 8,Twice,"""I Can't Stop Me""","7,460",
"1,071",November 15,Twice,"""I Can't Stop Me""","6,965",
"1,072",November 22,Taemin,"""Idea""","5,911",
"1,073",November 29,BTS,"""Life Goes On""","6,758",
"1,074",December 6,BTS,"""Life Goes On""","10,234",
"1,075",December 13,BTS,"""Life Goes On""","9,196",
—,December 20,Iz*One,"""Panorama""","6,907",
—,December 27,Taeyeon,"""What Do I Call You""","5,744",
"""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week.","""—"" denotes an episode did not air that week."
—,January 3,Twice,"""I Can't Stop Me""","5,158",
"1,076",January 10,KyoungSeo,"""Shiny Star (2020)""","4,863",
"1,077",January 17,Aespa,"""Black Mamba""","4,097",
"1,078",January 24,(G)I-dle,"""Hwaa""","9,653",
"1,079",January 31,(G)I-dle,"""Hwaa""","6,412",
"1,080",February 7,IU,"""Celebrity""","9,073",
—,February 14,"No show, winner not announced","No show, winner not announced","No show, winner not announced",
"1,081",February 21,IU,"""Celebrity""","8,101",
"1,082",February 28,IU,"""Celebrity""","6,546",
"1,083",March 7,Shinee,"""Don't Call Me""","9,115",
"1,084",March 14,Brave Girls,"""Rollin'""","6,270",
"1,085",March 21,Brave Girls,"""Rollin'""","6,569",
"1,086",March 28,Rosé,"""On the Ground""","8,351",
"1,087",April 4,IU,"""Lilac""","7,521",
"1,088",April 11,IU,"""Lilac""","7,706",
"1,089",April 18,IU,"""Lilac""","6,760",
"1,090",April 25,Kang Daniel,"""Antidote""","6,539",
"1,091",May 2,NU'EST,"""Inside Out""","6,047",
"1,092",May 9,Brave Girls,"""Rollin'""","6,411",
"1,093",May 16,Itzy,"""In the Morning""","7,391",
"1,094",May 23,NCT Dream,"""Hot Sauce""","9,405",
"1,095",May 30,BTS,"""Butter""","7,161",
"1,096",June 6,BTS,"""Butter""","10,262",
"1,097",June 13,BTS,"""Butter""","9,744",
"1,098",June 20,Twice,"""Alcohol-Free""","7,002",
"1,099",June 27,Twice,"""Alcohol-Free""","8,440",
"1,100",July 4,Brave Girls,"""Chi Mat Ba Ram""","8,001",
"1,101",July 11,NCT Dream,"""Hello Future""","7,323",
"1,102",July 18,BTS,"""Permission to Dance""","6,933",
—,July 25,"No show, winner not announced","No show, winner not announced","No show, winner not announced",
—,August 1,"No show, winner not announced","No show, winner not announced","No show, winner not announced",
"1,103",August 8,BTS,"""Permission to Dance""","8,651",
"1,104",August 15,BTS,"""Permission to Dance""","7,090",
"1,105",August 22,Lee Mu-jin,"""Traffic Light""","6,081",
"1,106",August 29,Red Velvet,"""Queendom""","8,378",
"1,107",September 5,Stray Kids,"""Thunderous""","6,116",
"1,108",September 12,Red Velvet,"""Queendom""","5,781",
"1,109",September 19,Lee Mu-jin,"""Traffic Light""","5,636",
"1,110",September 26,Lee Mu-jin,"""Traffic Light""","5,523",
"1,111",October 3,NCT 127,"""Sticker""","5,849",
"1,112",October 10,Itzy,"""Loco""","6,379",
"1,113",October 17,Aespa,"""Savage""","10,699",
"1,114",October 24,Aespa,"""Savage""","9,388",
"1,115",October 31,IU,"""Strawberry Moon""","7,994",
—,November 7,"No show, winner not announced","No show, winner not announced","No show, winner not announced",
